,screen_name,followers,friends,description,tweets
268,charliebroere,138,185,PUMA - Live your life - PSV SCC sinds 1987 - 077 - 🇬🇷 - Prince 💜,5422
269,Mixta_OBINO,2893,2934,"Unromantic Igbo Boy©

A trial will convince u ®

Pure Chelsea FC Breed 💙👣",8656
270,wbhaku,691,794,Proudly Zimbabwean | Husband | Father | Humanitarian Worker | IT Specialist | Opinions are my own | Arsenal,7627
271,filhoodeodin,534,496,"Recife, Pe 📍 @sportrecife ⚫🔴",30206
272,Kathy73921688,539,638,,270512
273,Maxim_Ajax_2004,38,232,16 | best wl: 29-1,3018
274,hehehethankyou,223,215,Hope 𖤐 29 𖤐 TN 𖤐 she/her 𖤐 Merchant Lover Headquarters 𖤐 fiancé @logiekoalabear,3435
275,m_e_christoffel,574,1400,'70-Broer-Vrienden-Olifant Consultancy-Recruitment-Azië-Jazz-Soul-Lezen-1e Dan Karate-Muay Thai-Media-UFC -Vondelgym-Indisch (koken)-Genieten in De Pijp ❌❌❌,7364
276,adellfdez,45,56,De la generación del 96.,2684
277,Shadez_Gaming,2690,1813,Trying to find Salvation | No bad energy | Leader of GENESIS (GNSxS7) | Content creator on YT | Conqueror in Pubg mobile S15,347116
278,realtor_pankaj,724,1605,"Full-time Licensed Realtor serving #realestate, Pre-Construction Specialized. Invest in real estate through us & Grow rich. Make Your Realty Dreams Reality!",7058
279,ahmed_barznji97,1720,514,,18605
280,superdeporte_es,163095,497,Toda la actualidad del deporte valenciano en tiempo real #ValenciaCF #LevanteUD #VillarrealCF #ValenciaBasket,166078
281,RdzMatteo,78,268,"@OM_Officiel 
 Tweet très rarement mais je FB






Ah oui et #lopesestunesalope ne l'oubliez pas",230
282,chris_araujo10,344,844,“This is the way”,70313
283,RooneyRoeny,409,318,"Communication and Multimedia Design student @hva | Ajax home & away | i'm forever blowing bubbles |
⚽️=❌❌❌=❤️",95412
284,YRPesquera_,622,332,,9125
285,lenntertainment,70,121,Doet commerciële dingen 💡 || Wordt weleens uitgenodigd voor toffe happenings 🎈|| FCU ⚽️ || IG: @lenntertainment @meervoormannen,3847
286,dunhelmonder,1210,2447,"✖️✖️✖️GEEN MENING!!...ALTHANS, HIJ SLAAT NERGENS OP!! Ajax, Jimi Hendrix, Woodstock, jaren 60, Pink Floyd, autoschadebusiness Helmond",62037
287,eastgaysian,160,137,'ming rights!' - @harshanas_,7372
288,fvbeetz,2399,616,"Adviseur MP Ned.Antillen (2001-2010). Auteur van Uitzicht op Zee en Het einde van de Antillen,columnist bij https://t.co/kCemgECQKK. https://t.co/SLnbkM32ov",73352
289,sandor13,99,312,"Passief voetballer ❌❌❌ acteur, theater, mijn zoons en fervent concert/festival bezoeker, en ik doe ook nog iets met werk, mijn getwitter doe ik als mens",658
290,DanielN79525334,17,27,,1624
291,TKSakyi,847,1550,Contributer to https://t.co/s3Ye9ncvkB as well as https://t.co/cBlzBRsMbP,15769
292,NieuwsNu123,413,34,"Nederlandstalig nieuws uit binnen- en buitenland. Waardeert u de nieuwsberichten op NL Nieuws, bezoek dan a.u.b https://t.co/oLK21NDVjY",115614
293,skyloforce,679,770,"#CARLOSOLIVEIRA: i'm not gonna die on you, and leave you in a cold, cruel, Carlos-less world. #RE8 ⊗ (she/her) (d/ela) -- vrum vrum",9934
294,BailetFlorian,311,687,"Ogc Nice 🔴⚫ 🇾🇪 | 18 ans | fan de manga ( naruto, DBZ.....) | gouiri le goat 🐐   
Fan inconditionnel du plus beau club au monde ❤🖤  #IssaNissa #NissalaBella",10536
295,utteasy,126,42,Esta acc tem apenas o intuito de enaltecer Camila Cabello {fan account},13999
296,Nattrieu,53,245,prayin that i pass my exams || thinkin bout tartaglia,1272
297,zunigasantiago,141,714,"De B/quilla, 49 años en Caracas Asesor Inmobiliario de GH3000,CA. La estupidez no tiene fronteras, pero al estúpido hay que ponerle límites. Autor anonimo",3651
298,papi_jibz,1373,955,"Loved by most, hated by some. Don’t care. Pluviophile | Noise maker | Peace maker | LFC",46085
299,faistacompo,4496,223,"Tactique, XI probables, vidéos, stats avancées (wyscout), conseils MPG et autres opinions sur cette activité futile et délicieuse qu’on appelle football 😇",4675
300,AMGdesignNL,6279,5759,Graphic designer • Webdesigner • Entrepreneur • @Wordpress • Blog @Slimmevrijgezel • Holland not The Netherlands • @BMW • Launch now fix later • Cooking monster,67621
301,LanreAA,1756,907,"Husband.
Father...raising 3 kings.
 Nigerian.
 Canadian. 
1 of 7.2 billion. Unique nevertheless. Comfortable exerting my individuality.",44116
302,Isidoro099,395,359,[1999] Granada🌌,10793
303,StanleyWijnen,570,757,24. Ajax. Tweet eigenlijk vooral over voetbal en muziek.,15848
304,AjaxFanatics,20174,139,Het laatste nieuws over de mooiste club ter wereld!,46883
305,fitasport1,2006,4740,"😍Workouts💪Motivation👍Nutrition, fitness, bodybuilding.
Helps you to achieve a fit life.",111138
306,jvnogamer2006,415,1533,"Protestante, Flamenguista, Culé e torcedor da  Caldense. 
Só Deus Sabe de todas as coisas.
Falo mais de futebol, mas também política e jogos.",7479
307,MattiaMarinell9,1,18,,155
308,tripp_wyre,17,77,my bark is worse than my byte. Javelin enthusiast.,708
309,MarvoWoo,208,207,"Ici on parle musique, football et mangas. 
Mon flow tue comme la police, rien d'autre à signaler.
#MarvoCorporation.",38461
310,to_omar,189,213,,17451
311,Laviina1990,520,207,scc 409❌❌❌,9676
312,RoroTSK,68,359,"⚽️Passionné de football. Abonné et supporter du @FCMetz, amoureux du @FCBarcelona.                 
🎮 Joueur FUT depuis Fifa15",1778
313,jasaveto,130,104,pardon my french,2765
314,TongnanT,705,934,•God• •Family• 🔴Arsenal 🔴 📸chat: Teejay_09 Future Governor of Plateau State🙏🏿,26125
315,martial_clement,99,52,Be happy ❤,15223
316,nikoloz31,140,70,"Pro Goalkeeper ⚽️ YouTuber 27,000 Subscribers YouTube Streamer  FaceBook NikoLoz31",4239
317,Vosskke,545,76,Ajacied - HSP -  single - Hoofddorp - Verkoper - Telstar - hart op de tong - Tikt zelden serieus en volgt alleen terug bij interactie ❌❌❌,24812
318,StanleyWijnen,570,757,24. Ajax. Tweet eigenlijk vooral over voetbal en muziek.,15848
319,retro_Franky,280,4270,,13347
320,anpho,930,737,wake me up when cyberpunk 2077 releases.,4313
321,Dannyk1900,162,289,,3117
322,jubzymalone,1137,1021,17,5620
323,SucreJ1,78,212,"98% Futbol Y Barça. El otro 2% lo divido en chorradas que escribo.
Simpatizante del Milan, Arsenal, Lakers y Yankees.",4953
324,AllinSpecialis1,51,251,boxing expert - voetbal expert - psycholoog - dokter - heeft mol binnen ajax,9113
325,_thiagocrvg,1792,819,o chefe.,180116
326,jimmlinson,136,189,"Fleshwound.crypto
Fleshwound.zil",2115
327,Redhaaaaaa,7,41,pas le Barça en tout cas,39
328,CarolSong90,10,131,😀,169
329,VzangBob,439,640,"Sportgek/liefhebber, speciale aandacht voor Ajax, Djokovic, Jumbo-Visma",25875
330,CocoGone69,574,280,Houssem Aouar et Karim Benzema sont une formidable raison d’aimer le football ! ❤️💙 Peter Sagan le cyclisme 🥰,15782
331,Drive_AutoGroup,245,379,"You drive your car, shouldn't you drive the buying process? That's what happens with Drive Autogroup! Honda, Nissan, Acura, Hyundai, Toyota, Infiniti & Genesis",902
332,LagerMaschinenD,229,1,Gebrauchte Maschinen und Anlagen aus Europa,34774
333,SherriStocks,135,334,"Huge GoGo’s fan! Toronto FC Season Ticket Holder since DAY 1. ⚽️. I ❤️ all things musical theatre, sketch comedy and drag queens!  Curly haired ginger!",4429
334,ZiOrim,1369,1119,"I tweet Ajax Amsterdam, Dutch football, Netherlands, Scandinavia, Israel and Assyria (not to be confused with Syria)",30162
335,pmk_ajax,91,120,Sick but Alive. And trying my best to be the best i can.,998
336,chuchile,17,107,"señor chuchile, la la la la la lá
(es con la música del estribillo de Can't take my eyes off you)",1699
337,LeetcodeB,345,5,"Hi! I'm a bot. I help your tweets reach masses. I retweet #leetcode #100daysOfCode #30DaysOfCode @leetcode #coding
Use me with some Jedi wisdom 😉 Go coders 🍻",23019
338,Biancafca_,1198,445,"26. Ajax, home & away. Utrecht.",24081
339,DieterGucht,550,950,"Works @ Transkript: https://t.co/0tfQLBHNaW | Into: football, gaming, reading, cycling and politics.",89382
340,ajax_FJ,15,95,|Gears Of War Player| |Mexicano| |Player For - @Eco5Gaming_ |21| |E5 Ajax|,160
341,turborovescio,483,883,"Faccio l'artista e qualche volta mi tocca lavorare. Tennista, golfista, sommelier, amo tutto ciò che è bello #finoallafine",3417
342,IAM__Network,18023,15543,"IAM Platform powers IAM Network, the world's largest network of information professionals.

GO: https://t.co/wZabw3lJog

#News #DigitalMedia #InformationTechnology",964294
343,Mevrouwvoorjou2,49,180,"Looking for fellow women football supporters
Any club 
Ajax❌❌ ❌ = best😇",517
344,EredivisieMike,1774,275,"Dutch football writer, tweeter, interviewer & YouTuber for @FootballOranje_

Done TV/radio bits for @AJEnglish @SiriusXMFC @lovesportradio + more

#avfc #tufc",2957
345,EOFutbol,16258,2608,#EOFutbol Buscando la ESENCIA DEL FUTBOL. También en facebook  https://t.co/Wa93yEQqfV,80175
346,AbateCapitano,1736,238,"Sommelier del cibo, della figa e di calcio. Marito 'in pectore' di Annalisa.",62345
347,MPortilloHN,1533,823,"Presentador en @TigoSportsHN

Ex W105, XY107.3, Radio Progreso, Magia FM, y VTV. 
Productor de Radio y TV 📺",22774
348,padrinod1976,57,464,,9758
349,KingMaliki5,1008,992,Only dead fishes go with the flow.,5444
350,ajax_FJ,15,95,|Gears Of War Player| |Mexicano| |Player For - @Eco5Gaming_ |21| |E5 Ajax|,160
351,Laviina1990,520,207,scc 409❌❌❌,9676
352,vanruiten,1,182,"Sports; Ski, MTB/ATB & Race-cycling, Swimming, Volleybal      Every year LBL & AmstelGold,11-steden, EPE.
           Every week 1 hour swimming",216
353,AjaxFanatics,20174,139,Het laatste nieuws over de mooiste club ter wereld!,46883
354,_MvS77,540,614,"'De tied vlög!', zee de boer en smeet sien wief de wekker noâ.",23652
355,BET0sci,96,215,,3309
356,Eduardocam1908,50,63,"Apaixonado pelo maior,mais tradicional e popular clube de Minas Gerais desde ⭐1908⭐@atletico 🖤🤍🐓",3954
357,Steward_Rieske,104,1640,Vader van Dayano Steward van Fortuna Sittard Taxi chauffeur van Hanneman de Toerist Scheidsrechter KNVB,61766
358,mauricewaalboer,635,2378,"KNVB scheidsrechter,steward Fortuna Sittard,Hanneman de Toerist Taxi chauffeur en vader van ons zoontje Dayano Snapchat: mauricewaalboer",204069
359,paulzweef,584,344,Kracht haal je niet uit eigen kleinheid,5595
360,SickofthePundit,1087,1347,"Presenting: Sick Of The Pundits, the podcast. The voice of the armchair experts",4853
361,FenerCracker,8,72,Fenerbahçe herşeyimiz 💙💛,266
362,HanazawaRui19,110,604,"🐺📈
#FreeÖzil",1139
363,MusabbirMusa,5,151,😍🥰🥰,35
364,dhrkoers,199,506,Cynische sarcast. Ajax. Liefhebber Engelse voetbalcultuur. ‘Het wordt niks vandaag.’,3424
365,SouDiabolico,2915,2723,Sei lá né meu. Instagram: soudiabolico,457207
366,Bentozs,11,27,Olympique Magnifique 📢,14
367,skjelbredAMS,2551,642,Ajax Amsterdam.,58684
368,E_Divisie,7628,171,Het eDivisie account van de @eredivisie 🎮 | Officiële Nederlandse FIFA competitie ⚽️ | Bekijk alles live op onze YouTube! 📺🔥,1802
369,PapiMento_Ajax,274,432,"weTalk member🎙️, Ajax and Arsenal aficionado, NBA2K is my sin. Watch me share my thoughts about Ajax on YouTube. More info @ajax_talk",1524
370,camisola8,842,418,cultura desportiva,7077
371,AntiheroBsk,1,37,,10
372,MattGreenwood74,996,544,"Executive Director - Pickering Football Club, Pickering Soccer Centre. Inclusive/Accessible soccer advocate.",6269
373,ajax_talk,874,352,Ajax fan channel ❌❌❌ - Creating content for fans all over the 🌍 - Subscribe to our YouTube channel for our latest videos and join the discussion🗣,3445
374,Brendan_Ford22,121,513,Team & Game Operations Manager for @PickeringFCL1O / Member Services & Social Media Coordinator @PickeringFC / Sport Management Graduate @humbercollege,2640
375,EOFutbol,16258,2608,#EOFutbol Buscando la ESENCIA DEL FUTBOL. También en facebook  https://t.co/Wa93yEQqfV,80175
376,gana_pick,268,140,"Análisis estadístico para apuestas deportivas. Comparación de datos, recomendaciones y pronósticos.  

¡INFÓRMATE, APUESTA Y GANA!",459
377,StanleyWijnen,570,757,24. Ajax. Tweet eigenlijk vooral over voetbal en muziek.,15848
378,PapiMento_Ajax,274,432,"weTalk member🎙️, Ajax and Arsenal aficionado, NBA2K is my sin. Watch me share my thoughts about Ajax on YouTube. More info @ajax_talk",1524
379,PickeringFC,2506,910,"A Canada Soccer National Youth Licensed Club. Home of League1 Ontario, OPDL, All Abilities, Competitive, and Recreational programs.",3544
380,ZiOrim,1369,1119,"I tweet Ajax Amsterdam, Dutch football, Netherlands, Scandinavia, Israel and Assyria (not to be confused with Syria)",30162
381,rinconxeneizee,108,188,"Boca, Otra vez Boca y siempre Boca 🏆💙💛",2986
382,025_Ajax,333,1536,"Green Infrastructure, Disasters, and Climate Change. Saelish Cascadia, Western Hemlock Zone. All my opinions are my own. He/Him. I work for plants.",49922
383,Youth1Football,6443,1329,World leader in youth football. Top middle school prospects and teams. Find out the future NOW before it happens. Official football page of @Youth1Media,27572
384,alex_wilson101,282,747,,1408
385,damaazull,364,2764,,10740
386,Laviina1990,520,207,scc 409❌❌❌,9676
387,damaazull,364,2764,,10740
388,StanleyWijnen,570,757,24. Ajax. Tweet eigenlijk vooral over voetbal en muziek.,15848
389,bruubs_spfc,1703,2468,"꧁monarquia onde os #MadeInCotia são os reis꧂                                                                                
       ☽︎ela/dela☾︎",18858
390,tonhoo_jr,157,184,"Fã de automobilismo, futebol e rock n' roll 🏁⚽🎸",6464
391,Laviina1990,520,207,scc 409❌❌❌,9676
392,MikeVerweij,64570,1547,Sportverslaggever @telesport @telegraaf Schrijft over voetbal: #Ajax en #Oranje tips: mverweij@telegraaf.nl,17762
393,TeamFraserSells,159,436,"Our goal is to provide the best possible #RealEstate experience for our clients. #15 In Canada,Remax Hallmark Fraser Group Realty Brokerage",547
394,StanleyWijnen,570,757,24. Ajax. Tweet eigenlijk vooral over voetbal en muziek.,15848
395,xxyouss,226,226,ziyech fc & ajax.,1687
396,nathanjm000,5247,5012,UMASS Boston 21' Fan of #Chelsea and #Boston teams follow back all #chelsea fans #NeverBidenNeverTrump,85875
397,macd1991,34,215,,385
398,yojora,19055,5109,#Muslim #Lagosian #Nigerian #CFC,519423
399,Djidane_Gone,175,1320,"Manspreading = hobby favori 
Suivi par @AfidaTurner , et ça c'est la classe.
Vegeta mon roi, Memphis mon Dieu",4295
400,JamelAmmour,46,182,On ne voit bien qu’avec le cœur. L’essentiel est invisible pour les yeux. Le petit prince,1463
401,ajax_007,99,385,This planet would be a much better place if more people gave a damn about the stranger next to them.,5537
402,weepaddyirish,332,403,Running a $COTI 💎 test node since 05/10/2020. The #Paypal of #Cryptocurrency #DeFi #STAYCOTI #ALLIN 💎🍀,2029
403,paulwormer,1096,1019,"Arts, adviseur en (team)coach. Ondernemerschap en vitaliteit. Med. Leidersch. bij Acad Med Spec. Schreef ‘De dokter en de vakgroep’ en de ‘Vitaliteitsbijbel’",14314
404,XillaDaGod,204,777,"Florida man in NC Land. Canes, Timbers and Jags fan. Graps and Soca. Can’t Quit The Jack’s.",2792
405,Haitiangod420,166,160,20,4964
406,nicolasx14_,397,138,Un frustrado. Hablo de fulbo. @argjax_,5833
407,ab12_99,32,63,Professional Overthinker.🙃,36
408,iamdanrice,6823,3181,"The UK ads regulator recently classed me as a celebrity, they are wrong, but I’m still gonna use it in my bio anyway! #celebrity",21337
409,AjaxFanatics,20174,139,Het laatste nieuws over de mooiste club ter wereld!,46883
410,TonyMellace7,3214,3839,Im a good person 🇮🇹 🇦🇱,61868
411,JordanOchoa96,164,651,IG: 📸 jordanx96oe Hincha total de Atlético Morelia 💪🏼 Lic. en Educación Física y Deporte,3886
412,EduuPaz,326,192,,5139
413,VikingPhoceen,374,699,#EquipeDeFrance #TeamOM Un seul mythe : l'Olympique de Marseille / Le seul bleu : le Bleu de France / OM Addict depuis 1987 / ⚪️Ⓜ️🇫🇷,28650
414,adogfromsinope,256,2589,the crisis consists precisely in the fact that the old is dying and the new cannot be born,11445
415,a_am1r,44,104,,450
416,Zigmanfreud,45362,20999,"@Mediaite Senior Columnist, Talk Show Host (2-time Talkers Magazine Top 100), Filmmaker, Emmy-Winner, Conservative/Libertarian, Georgetown Hoya, Husband/Father.",178024
417,jimmlinson,136,189,"Fleshwound.crypto
Fleshwound.zil",2115
418,DriessenJelle,215,291,AJAX RKPSC A1,124256
419,DriessenJelle,215,291,AJAX RKPSC A1,124256
420,ajax_007,99,385,This planet would be a much better place if more people gave a damn about the stranger next to them.,5537
421,AjaxBizNetwork,750,305,"Connecting with local business leaders & entrepreneurs to help grow business, jobs & the local economy. Proud member of Durham Economic Development Task Force.",2328
422,ajax_915,0,23,,20
423,Votlin,1953,4300,#TeamOM / #MercatOM / #OMJerusalem / #MassaliaLive / #Geekstuff / #Animes / #RetroGaming / #80s / #TechNews,70830
424,ALPHA_BLONDE79,791,1481,Youtube Moderator  all round top fella wrestling fan football fan video game fan I collect replica football jerseys Support Manchester United Southend Utd  RM,24958
425,pmk_ajax,91,120,Sick but Alive. And trying my best to be the best i can.,998
426,D10SEdition,1925,456,It's Iniestaaaaaaa!!!! And the Chelsea fans cover their eyes with horror!! Two minutes from time and its heart breaking at Stamford Bridge!!!!,76190
427,SopaaaSports,269,1305,"Eux c'est le talent.
Nous, ça sera le travail",9301
428,cyberforumru,183,0,"🖥️ https://t.co/4HThxGpCFe - форум программистов и сисадминов Киберфорум. Программирование, компьютерный форум, форум по электронике и софту.",335666
429,Smg_1908,3448,714,Just a kid from Naples,215955
430,moillorens,71513,1536,Corresponsal de @espn en Barcelona //                @espn correspondent in Barcelona,63083
431,Victor_Avila035,261,2072,⚽ @Arsenal / @Gremio,7369
432,godfabricio1,160,257,019/035,2578
433,Timi_off,282,298,Die a legend,21493
434,Ajax_Politics,72,58,"Ajax Politics
@Ajax_Politics
Suburbanite. Steve Parish fan. Mark Holland fan. NOT a fan of Joe Dickson. I love donuts. Pundit and observer of all things Ajax.",80
435,Scouservicky,274,533,,5682
436,ajax_marsad,41,891,"I like chocolates and serial killers
@UCalgary Class of 2024",3086
437,PHJdenOuden,192,699,"Pensioenspecialist, Ajacied, tennis, golf. 
Parttime taalnazi. 
Jij-bak, schelden, slechte 1e indruk of anti-⭕  = blok. 
Prijzen: blok door TB, GW, Gekke🦆",8225
